datetime,pollution_flag,cpc_conc,smps_concTotal,smps_d_3.000,smps_d_3.110,smps_d_3.224,smps_d_3.343,smps_d_3.465,smps_d_3.593,smps_d_3.724,smps_d_3.861,smps_d_4.003,smps_d_4.150,smps_d_4.302,smps_d_4.460,smps_d_4.624,smps_d_4.794,smps_d_4.970,smps_d_5.152,smps_d_5.341,smps_d_5.537,smps_d_5.740,smps_d_5.951,smps_d_6.170,smps_d_6.396,smps_d_6.631,smps_d_6.874,smps_d_7.127,smps_d_7.388,smps_d_7.659,smps_d_7.940,smps_d_8.232,smps_d_8.534,smps_d_8.847,smps_d_9.172,smps_d_9.509,smps_d_9.858,smps_d_10.220,smps_d_10.595,smps_d_10.984,smps_d_11.387,smps_d_11.805,smps_d_12.238,smps_d_12.688,smps_d_13.153,smps_d_13.636,smps_d_14.137,smps_d_14.656,smps_d_15.194,smps_d_15.751,smps_d_16.330,smps_d_16.929,smps_d_17.551,smps_d_18.195,smps_d_18.863,smps_d_19.555,smps_d_20.273,smps_d_21.017,smps_d_21.789,smps_d_22.588,smps_d_23.418,smps_d_24.277,smps_d_25.168,smps_d_26.092,smps_d_27.050,smps_d_28.043,smps_d_29.073,smps_d_30.140,smps_d_31.246,smps_d_32.393,smps_d_33.582,smps_d_34.815,smps_d_36.093,smps_d_37.418,smps_d_38.791,smps_d_40.215,smps_d_41.692,smps_d_43.222,smps_d_44.809,smps_d_46.453,smps_d_48.159,smps_d_49.926,smps_d_51.759,smps_d_53.659,smps_d_55.629,smps_d_57.671,smps_d_59.788,smps_d_61.983,smps_d_64.258,smps_d_66.617,smps_d_69.062,smps_d_71.597,smps_d_74.225,smps_d_76.950,smps_d_79.775,smps_d_82.703,smps_d_85.739,smps_d_88.886,smps_d_92.149,smps_d_95.532,smps_d_99.039,smps_d_102.674,smps_d_106.443,smps_d_110.351,smps_d_114.401,smps_d_118.601,smps_d_122.954,smps_d_127.468,smps_d_132.147,smps_d_136.998,smps_d_142.027,smps_d_147.240,smps_d_152.645,smps_d_158.249,smps_d_164.058,smps_d_170.080,smps_d_176.323,smps_d_182.796,smps_d_189.506,smps_d_196.462,smps_d_203.674,smps_d_211.151,smps_d_218.901,smps_d_226.937,smps_d_235.267,smps_d_243.904,smps_d_252.857,smps_d_262.139,smps_d_271.761,smps_d_281.737,smps_d_292.079,smps_d_302.801,smps_d_313.916,smps_d_325.440,smps_d_337.386,smps_d_349.771,smps_d_362.610,smps_d_995.000,smps_flag
2021-01-15 07:30:00,0.0,245.617,1354.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.488,13.732,9.858,12.565,12.053,8.657,16.49,18.462,12.586,12.093,9.211,15.451,12.678,22.299,17.425,9.266,12.442,15.324,16.294,15.621,8.977,12.916,16.503,13.199,7.592,18.261,13.981,11.211,14.009,20.661,14.855,16.179,21.134,15.863,12.69,21.267,18.054,15.081,17.496,16.091,21.665,16.283,15.721,14.448,19.888,13.473,21.412,19.468,17.725,21.16,22.884,17.366,17.775,20.319,21.875,17.865,18.507,21.738,21.805,22.329,23.223,21.066,19.193,20.183,20.149,18.508,12.478,10.544,12.026,12.035,11.63,12.407,10.613,9.948,8.967,7.643,10.455,9.72,9.515,7.561,6.003,7.474,5.706,6.497,5.065,5.925,4.233,3.813,4.46,2.369,2.358,3.05,3.814,3.32,2.204,3.691,3.534,1.273,2.339,3.456,3.985,2.555,2.525,2.552,2.633,1.646,2.666,0.546,0.717,0.618,1.041,1.857,0.091,1.318,0.964,0.485,1.464,0.736,15.8,15.9,0.0,1
